subject,age,gender,berry,sample,9pt_overall,us_overall,lms_overall
1033168,36-50,male,raspberry,3,7,8,66
1033168,36-50,male,raspberry,5,6,11,48
1033168,36-50,male,raspberry,2,6,12,1
1033178,21-35,female,raspberry,4,1,5,58
1033178,21-35,female,raspberry,1,6,14,-11
1033178,21-35,female,raspberry,6,5,9,-76
1033178,21-35,female,raspberry,3,2,2,-30
1033178,21-35,female,raspberry,5,3,8,-32
1033178,21-35,female,raspberry,2,2,5,-32
1033214,36-50,male,raspberry,4,4,4,-31
1033214,36-50,male,raspberry,1,2,4,35
1033214,36-50,male,raspberry,6,6,7,0
1033214,36-50,male,raspberry,3,6,10,-74
1033214,36-50,male,raspberry,5,4,6,-34
1033214,36-50,male,raspberry,2,3,9,-10
1032707,21-35,female,raspberry,4,6,NA,73
1032707,21-35,female,raspberry,1,6,NA,49
1032707,21-35,female,raspberry,6,8,NA,71
1032707,21-35,female,raspberry,3,6,NA,74
1032707,21-35,female,raspberry,5,6,NA,72
1032707,21-35,female,raspberry,2,7,NA,37
1033237,36-50,female,raspberry,4,3,8,-10
1033237,36-50,female,raspberry,1,3,8,-12
1033237,36-50,female,raspberry,6,6,8,-11
1033237,36-50,female,raspberry,3,6,11,11
1033237,36-50,female,raspberry,5,8,12,55
1033237,36-50,female,raspberry,2,3,8,-11
1033289,51-65,male,raspberry,4,3,3,-55
1033289,51-65,male,raspberry,1,3,7,-31
1033289,51-65,male,raspberry,6,4,2,-56
1033289,51-65,male,raspberry,3,2,9,56
1033289,51-65,male,raspberry,5,1,11,-32
1033289,51-65,male,raspberry,2,2,10,-55
1032742,NA,NA,raspberry,4,3,NA,NA
1032742,NA,NA,raspberry,1,2,NA,NA
1032742,NA,NA,raspberry,6,7,NA,NA
1032742,NA,NA,raspberry,3,7,NA,NA
1032742,NA,NA,raspberry,5,6,NA,NA
1032742,NA,NA,raspberry,2,8,NA,NA
1033322,36-50,female,raspberry,4,7,10,NA
1033322,36-50,female,raspberry,1,9,11,NA
1033322,36-50,female,raspberry,6,6,14,NA
1033322,36-50,female,raspberry,3,9,14,NA
1033322,36-50,female,raspberry,5,8,15,NA
1033322,36-50,female,raspberry,2,7,13,NA
1033701,36-50,female,raspberry,4,4,4,NA
1033701,36-50,female,raspberry,1,2,3,NA
1033701,36-50,female,raspberry,6,6,5,NA
1033701,36-50,female,raspberry,3,7,12,NA
1033701,36-50,female,raspberry,5,7,7,NA
1033701,36-50,female,raspberry,2,7,4,NA
1033392,36-50,female,raspberry,4,6,8,-38
1033392,36-50,female,raspberry,1,4,10,-20
1033392,36-50,female,raspberry,6,7,7,55
1033392,36-50,female,raspberry,3,6,10,57
1033392,36-50,female,raspberry,5,7,10,37
1033392,36-50,female,raspberry,2,3,11,3
1033437,51-65,male,raspberry,4,4,15,36
1033437,51-65,male,raspberry,1,7,14,37
1033437,51-65,male,raspberry,6,7,13,74
1033437,51-65,male,raspberry,3,9,15,89
1033437,51-65,male,raspberry,5,9,15,56
1033437,51-65,male,raspberry,2,9,15,100
1033469,21-35,female,raspberry,4,3,7,0
1033469,21-35,female,raspberry,1,6,13,-34
1033469,21-35,female,raspberry,6,5,8,34
1033469,21-35,female,raspberry,3,3,10,-8
1033469,21-35,female,raspberry,5,4,8,2
1033469,21-35,female,raspberry,2,6,7,-9
1033496,51-65,female,raspberry,4,7,14,10
1033496,51-65,female,raspberry,1,5,13,21
1033496,51-65,female,raspberry,6,6,12,74
1033496,51-65,female,raspberry,3,4,13,71
1033496,51-65,female,raspberry,5,6,12,50
1033496,51-65,female,raspberry,2,7,15,58
1033498,51-65,female,raspberry,4,7,10,NA
1033498,51-65,female,raspberry,1,6,12,NA
1033498,51-65,female,raspberry,6,7,12,NA
1033498,51-65,female,raspberry,3,8,11,NA
1033498,51-65,female,raspberry,5,7,11,NA
1033498,51-65,female,raspberry,2,7,13,NA
1033800,NA,NA,raspberry,4,9,NA,NA
1033800,NA,NA,raspberry,1,9,NA,NA
1033800,NA,NA,raspberry,6,9,NA,NA
1033800,NA,NA,raspberry,3,7,NA,NA
1033800,NA,NA,raspberry,5,6,NA,NA
1033800,NA,NA,raspberry,2,7,NA,NA
1033523,36-50,female,raspberry,4,4,10,14
1033523,36-50,female,raspberry,1,6,14,52
1033523,36-50,female,raspberry,6,8,12,43
1033523,36-50,female,raspberry,3,6,13,40
1033523,36-50,female,raspberry,5,7,13,35
1033523,36-50,female,raspberry,2,8,15,11
1033525,51-65,female,raspberry,4,9,10,NA
1033525,51-65,female,raspberry,1,4,9,NA
1033525,51-65,female,raspberry,6,8,7,NA
1033525,51-65,female,raspberry,3,8,13,NA
1033525,51-65,female,raspberry,5,5,9,NA
1033525,51-65,female,raspberry,2,4,13,NA
1033530,51-65,female,raspberry,4,6,14,37
1033530,51-65,female,raspberry,1,4,13,-31
1033530,51-65,female,raspberry,6,7,14,74
1033530,51-65,female,raspberry,3,7,14,57
1033530,51-65,female,raspberry,5,4,9,13
1033530,51-65,female,raspberry,2,6,5,38
1033554,36-50,female,raspberry,4,9,14,41
1033554,36-50,female,raspberry,1,2,5,36
1033554,36-50,female,raspberry,6,3,13,40
1033554,36-50,female,raspberry,3,7,9,56
1033554,36-50,female,raspberry,5,3,12,88
1033554,36-50,female,raspberry,2,8,12,37
1033565,21-35,female,raspberry,4,4,3,10
1033565,21-35,female,raspberry,1,4,12,23
1033565,21-35,female,raspberry,6,7,14,65
1033565,21-35,female,raspberry,3,7,13,76
1033565,21-35,female,raspberry,5,7,11,-20
1033565,21-35,female,raspberry,2,4,9,19
1034232,NA,NA,raspberry,4,4,NA,NA
1034232,NA,NA,raspberry,1,4,NA,NA
1034232,NA,NA,raspberry,6,8,NA,NA
1034232,NA,NA,raspberry,3,6,NA,NA
1034232,NA,NA,raspberry,5,6,NA,NA
1034232,NA,NA,raspberry,2,8,NA,NA
1034261,21-35,female,raspberry,4,6,NA,-8
1034261,21-35,female,raspberry,1,8,NA,12
1034261,21-35,female,raspberry,6,4,NA,37
1034261,21-35,female,raspberry,3,5,NA,-10
1034261,21-35,female,raspberry,5,6,NA,0
1034261,21-35,female,raspberry,2,7,NA,76
1032025,21-35,female,raspberry,4,7,14,-55
1032025,21-35,female,raspberry,1,2,3,37
1032025,21-35,female,raspberry,6,9,14,-10
1032025,21-35,female,raspberry,3,6,11,74
1032025,21-35,female,raspberry,5,4,15,-77
1032025,21-35,female,raspberry,2,6,10,38
1033621,21-35,male,raspberry,4,7,11,56
1033621,21-35,male,raspberry,1,7,9,42
1033621,21-35,male,raspberry,6,7,12,48
1033621,21-35,male,raspberry,3,7,12,4
1033621,21-35,male,raspberry,5,7,9,40
1033621,21-35,male,raspberry,2,3,7,45
1032448,21-35,female,raspberry,4,8,5,32
1032448,21-35,female,raspberry,1,7,15,19
1032448,21-35,female,raspberry,6,8,9,47
1032448,21-35,female,raspberry,3,6,14,37
1032448,21-35,female,raspberry,5,8,11,51
1032448,21-35,female,raspberry,2,7,10,70
1514614,51-65,female,raspberry,4,7,11,-76
1514614,51-65,female,raspberry,1,1,6,70
1514614,51-65,female,raspberry,6,8,10,74
1514614,51-65,female,raspberry,3,2,10,34
1514614,51-65,female,raspberry,5,9,9,-76
1514614,51-65,female,raspberry,2,3,4,-31
1033067,51-65,female,raspberry,4,6,4,-10
1033067,51-65,female,raspberry,1,1,5,-56
1033067,51-65,female,raspberry,6,5,13,36
1033067,51-65,female,raspberry,3,4,15,55
1033067,51-65,female,raspberry,5,6,7,36
1033067,51-65,female,raspberry,2,3,8,-54
1033717,21-35,female,raspberry,4,7,12,NA
1033717,21-35,female,raspberry,1,6,10,NA
1033717,21-35,female,raspberry,6,7,11,NA
1033717,21-35,female,raspberry,3,7,15,NA
1033717,21-35,female,raspberry,5,9,10,NA
1033717,21-35,female,raspberry,2,9,13,NA
1033046,51-65,female,raspberry,6,NA,3,34
1033046,51-65,female,raspberry,5,NA,12,77
1033046,51-65,female,raspberry,2,NA,3,36
1033046,51-65,female,raspberry,3,NA,9,58
1033046,51-65,female,raspberry,4,NA,10,-10
1033046,51-65,female,raspberry,1,NA,10,-69
1033052,36-50,male,raspberry,6,NA,13,53
1033052,36-50,male,raspberry,5,NA,7,59
1033052,36-50,male,raspberry,2,NA,10,48
1033052,36-50,male,raspberry,3,NA,13,57
1033052,36-50,male,raspberry,4,NA,2,-28
1033052,36-50,male,raspberry,1,NA,7,-56
1033157,36-50,male,raspberry,6,NA,7,-8
1033157,36-50,male,raspberry,5,NA,6,2
1033157,36-50,male,raspberry,2,NA,3,1
1033157,36-50,male,raspberry,3,NA,6,-34
1033157,36-50,male,raspberry,4,NA,11,11
1033157,36-50,male,raspberry,1,NA,7,-8
1033294,36-50,female,raspberry,6,NA,10,-9
1033294,36-50,female,raspberry,5,NA,5,35
1033294,36-50,female,raspberry,2,NA,14,36
1033294,36-50,female,raspberry,3,NA,13,11
1033294,36-50,female,raspberry,4,NA,10,-10
1033294,36-50,female,raspberry,1,NA,10,72
1033417,21-35,male,raspberry,6,NA,10,53
1033417,21-35,male,raspberry,5,NA,8,11
1033417,21-35,male,raspberry,2,NA,5,-54
1033417,21-35,male,raspberry,3,NA,8,66
1033417,21-35,male,raspberry,4,NA,6,-29
1033417,21-35,male,raspberry,1,NA,8,14
1033419,36-50,female,raspberry,6,NA,10,NA
1033419,36-50,female,raspberry,5,NA,15,NA
1033419,36-50,female,raspberry,2,NA,7,NA
1033419,36-50,female,raspberry,3,NA,14,NA
1033419,36-50,female,raspberry,4,NA,11,NA
1033419,36-50,female,raspberry,1,NA,0,NA
1033429,21-35,male,raspberry,6,NA,11,50
1033429,21-35,male,raspberry,5,NA,7,55
1033429,21-35,male,raspberry,2,NA,10,90
1033429,21-35,male,raspberry,3,NA,12,68
1033429,21-35,male,raspberry,4,NA,11,36
1033429,21-35,male,raspberry,1,NA,8,43
1033474,36-50,female,raspberry,6,NA,8,NA
1033474,36-50,female,raspberry,5,NA,4,NA
1033474,36-50,female,raspberry,2,NA,11,NA
1033474,36-50,female,raspberry,3,NA,9,NA
1033474,36-50,female,raspberry,4,NA,2,NA
1033474,36-50,female,raspberry,1,NA,6,NA
1033779,51-65,female,raspberry,6,NA,12,55
1033779,51-65,female,raspberry,5,NA,12,-55
1033779,51-65,female,raspberry,2,NA,12,36
1033779,51-65,female,raspberry,3,NA,12,58
1033779,51-65,female,raspberry,4,NA,6,-10
1033779,51-65,female,raspberry,1,NA,10,12
1522558,36-50,female,raspberry,6,NA,9,11
1522558,36-50,female,raspberry,5,NA,12,55
1522558,36-50,female,raspberry,2,NA,5,-55
1522558,36-50,female,raspberry,3,NA,14,11
1522558,36-50,female,raspberry,4,NA,1,0
1522558,36-50,female,raspberry,1,NA,13,56
1033366,36-50,female,raspberry,6,NA,6,10
1033366,36-50,female,raspberry,5,NA,7,-9
1033366,36-50,female,raspberry,2,NA,10,-11
1033366,36-50,female,raspberry,3,NA,6,43
1033366,36-50,female,raspberry,4,NA,9,-11
1033366,36-50,female,raspberry,1,NA,11,54
1033268,21-35,female,raspberry,3,NA,11,47
1033268,21-35,female,raspberry,1,NA,4,10
1033268,21-35,female,raspberry,4,NA,2,63
1033268,21-35,female,raspberry,2,NA,10,38
1033268,21-35,female,raspberry,6,NA,7,37
1033268,21-35,female,raspberry,5,NA,12,44
1033334,51-65,female,raspberry,3,NA,10,NA
1033334,51-65,female,raspberry,1,NA,12,NA
1033334,51-65,female,raspberry,4,NA,10,NA
1033334,51-65,female,raspberry,2,NA,7,NA
1033334,51-65,female,raspberry,6,NA,13,NA
1033334,51-65,female,raspberry,5,NA,13,NA
1033500,36-50,female,raspberry,3,NA,8,NA
1033500,36-50,female,raspberry,1,NA,6,NA
1033500,36-50,female,raspberry,4,NA,12,NA
1033500,36-50,female,raspberry,2,NA,4,NA
1033500,36-50,female,raspberry,6,NA,10,NA
1033500,36-50,female,raspberry,5,NA,6,NA
1033561,51-65,female,raspberry,3,NA,10,-32
1033561,51-65,female,raspberry,1,NA,12,11
1033561,51-65,female,raspberry,4,NA,9,47
1033561,51-65,female,raspberry,2,NA,6,37
1033561,51-65,female,raspberry,6,NA,4,11
1033561,51-65,female,raspberry,5,NA,10,55
1033259,21-35,female,raspberry,3,NA,8,NA
1033259,21-35,female,raspberry,1,NA,8,NA
1033259,21-35,female,raspberry,4,NA,11,NA
1033259,21-35,female,raspberry,2,NA,6,NA
1033259,21-35,female,raspberry,6,NA,10,NA
1033259,21-35,female,raspberry,5,NA,6,NA
1033944,21-35,female,raspberry,4,NA,10,-17
1033944,21-35,female,raspberry,1,NA,5,1
1033944,21-35,female,raspberry,6,NA,9,-58
1033944,21-35,female,raspberry,3,NA,11,25
1033944,21-35,female,raspberry,5,NA,8,27
1033944,21-35,female,raspberry,2,NA,8,13
1034103,36-50,female,raspberry,4,NA,1,57
1034103,36-50,female,raspberry,1,NA,10,32
1034103,36-50,female,raspberry,6,NA,9,35
1034103,36-50,female,raspberry,3,NA,10,65
1034103,36-50,female,raspberry,5,NA,13,39
1034103,36-50,female,raspberry,2,NA,12,56
1032947,NA,NA,raspberry,4,NA,12,NA
1032947,NA,NA,raspberry,1,NA,6,NA
1032947,NA,NA,raspberry,6,NA,7,NA
1032947,NA,NA,raspberry,3,NA,13,NA
1032947,NA,NA,raspberry,5,NA,6,NA
1032947,NA,NA,raspberry,2,NA,10,NA
1034216,51-65,female,raspberry,4,NA,3,-30
1034216,51-65,female,raspberry,1,NA,8,-78
1034216,51-65,female,raspberry,6,NA,4,74
1034216,51-65,female,raspberry,3,NA,12,36
1034216,51-65,female,raspberry,5,NA,9,35
1034216,51-65,female,raspberry,2,NA,11,11
1034297,NA,NA,raspberry,4,NA,6,NA
1034297,NA,NA,raspberry,1,NA,5,NA
1034297,NA,NA,raspberry,6,NA,7,NA
1034297,NA,NA,raspberry,3,NA,7,NA
1034297,NA,NA,raspberry,5,NA,7,NA
1034297,NA,NA,raspberry,2,NA,7,NA
1034555,NA,NA,raspberry,4,NA,9,NA
1034555,NA,NA,raspberry,1,NA,12,NA
1034555,NA,NA,raspberry,6,NA,9,NA
1034555,NA,NA,raspberry,3,NA,11,NA
1034555,NA,NA,raspberry,5,NA,9,NA
1034555,NA,NA,raspberry,2,NA,13,NA
1034381,36-50,female,raspberry,4,NA,10,53
1034381,36-50,female,raspberry,1,NA,10,74
1034381,36-50,female,raspberry,6,NA,9,67
1034381,36-50,female,raspberry,3,NA,10,61
1034381,36-50,female,raspberry,5,NA,9,45
1034381,36-50,female,raspberry,2,NA,8,50
1517411,NA,NA,raspberry,4,NA,8,NA
1517411,NA,NA,raspberry,1,NA,3,NA
1517411,NA,NA,raspberry,6,NA,8,NA
1517411,NA,NA,raspberry,3,NA,8,NA
1517411,NA,NA,raspberry,5,NA,11,NA
1517411,NA,NA,raspberry,2,NA,13,NA
1033836,36-50,female,raspberry,6,NA,NA,-66
1033836,36-50,female,raspberry,5,NA,NA,-8
1033836,36-50,female,raspberry,2,NA,NA,-51
1033836,36-50,female,raspberry,3,NA,NA,52
1033836,36-50,female,raspberry,4,NA,NA,34
1033836,36-50,female,raspberry,1,NA,NA,-28
1034014,51-65,female,raspberry,6,NA,NA,99
1034014,51-65,female,raspberry,5,NA,NA,57
1034014,51-65,female,raspberry,2,NA,NA,37
1034014,51-65,female,raspberry,3,NA,NA,36
1034014,51-65,female,raspberry,4,NA,NA,1
1034014,51-65,female,raspberry,1,NA,NA,60
1034370,21-35,female,raspberry,6,NA,NA,75
1034370,21-35,female,raspberry,5,NA,NA,72
1034370,21-35,female,raspberry,2,NA,NA,13
1034370,21-35,female,raspberry,3,NA,NA,88
1034370,21-35,female,raspberry,4,NA,NA,12
1034370,21-35,female,raspberry,1,NA,NA,29
1507368,51-65,female,raspberry,6,NA,NA,36
1507368,51-65,female,raspberry,5,NA,NA,12
1507368,51-65,female,raspberry,2,NA,NA,36
1507368,51-65,female,raspberry,3,NA,NA,74
1507368,51-65,female,raspberry,4,NA,NA,-32
1507368,51-65,female,raspberry,1,NA,NA,-55
1032863,51-65,male,raspberry,6,NA,NA,47
1032863,51-65,male,raspberry,5,NA,NA,12
1032863,51-65,male,raspberry,2,NA,NA,1
1032863,51-65,male,raspberry,3,NA,NA,-32
1032863,51-65,male,raspberry,4,NA,NA,38
1032863,51-65,male,raspberry,1,NA,NA,-33
1033753,36-50,female,raspberry,3,NA,NA,56
1033753,36-50,female,raspberry,1,NA,NA,11
1033753,36-50,female,raspberry,4,NA,NA,71
1033753,36-50,female,raspberry,2,NA,NA,37
1033753,36-50,female,raspberry,6,NA,NA,83
1033753,36-50,female,raspberry,5,NA,NA,51
1032422,NA,NA,raspberry,4,NA,NA,36
1032422,NA,NA,raspberry,1,NA,NA,36
1032422,NA,NA,raspberry,6,NA,NA,11
1032422,NA,NA,raspberry,3,NA,NA,56
1032422,NA,NA,raspberry,5,NA,NA,36
1032422,NA,NA,raspberry,2,NA,NA,54
1032552,NA,NA,blackberry,4,2,10,-10
1032552,NA,NA,blackberry,2,5,9,-56
1032552,NA,NA,blackberry,1,8,8,-31
1032552,NA,NA,blackberry,3,6,2,59
1032552,NA,NA,blackberry,5,8,14,38
1032987,51-65,female,blackberry,4,6,6,NA
1032987,51-65,female,blackberry,2,1,9,NA
1032987,51-65,female,blackberry,1,8,9,NA
1032987,51-65,female,blackberry,3,8,9,NA
1032987,51-65,female,blackberry,5,8,7,NA
1033043,51-65,male,blackberry,4,7,NA,35
1033043,51-65,male,blackberry,2,5,NA,-78
1033043,51-65,male,blackberry,1,3,NA,-79
1033043,51-65,male,blackberry,3,7,NA,40
1033043,51-65,male,blackberry,5,6,NA,12
1033046,51-65,female,blackberry,4,2,NA,43
1033046,51-65,female,blackberry,2,4,NA,-78
1033046,51-65,female,blackberry,1,8,NA,-81
1033046,51-65,female,blackberry,3,1,NA,-53
1033046,51-65,female,blackberry,5,3,NA,22
1033052,36-50,male,blackberry,4,8,NA,55
1033052,36-50,male,blackberry,2,1,NA,55
1033052,36-50,male,blackberry,1,1,NA,35
1033052,36-50,male,blackberry,3,6,NA,-22
1033052,36-50,male,blackberry,5,8,NA,35
1033224,51-65,female,blackberry,4,4,14,10
1033224,51-65,female,blackberry,2,3,4,-78
1033224,51-65,female,blackberry,1,3,11,-55
1033224,51-65,female,blackberry,3,2,7,-55
1033224,51-65,female,blackberry,5,3,7,-11
1033068,21-35,female,blackberry,4,7,NA,78
1033068,21-35,female,blackberry,2,8,NA,63
1033068,21-35,female,blackberry,1,3,NA,38
1033068,21-35,female,blackberry,3,8,NA,80
1033068,21-35,female,blackberry,5,3,NA,83
1033090,36-50,female,blackberry,4,6,9,66
1033090,36-50,female,blackberry,2,7,3,-35
1033090,36-50,female,blackberry,1,2,2,-89
1033090,36-50,female,blackberry,3,2,1,-72
1033090,36-50,female,blackberry,5,3,3,-59
1033107,21-35,female,blackberry,4,5,15,36
1033107,21-35,female,blackberry,2,9,10,-99
1033107,21-35,female,blackberry,1,9,8,-97
1033107,21-35,female,blackberry,3,7,13,91
1033107,21-35,female,blackberry,5,1,0,56
1033110,51-65,male,blackberry,4,9,12,24
1033110,51-65,male,blackberry,2,8,6,37
1033110,51-65,male,blackberry,1,6,14,76
1033110,51-65,male,blackberry,3,7,13,72
1033110,51-65,male,blackberry,5,9,13,51
1033168,36-50,male,blackberry,4,6,10,15
1033168,36-50,male,blackberry,2,4,3,13
1033168,36-50,male,blackberry,1,3,2,-34
1033168,36-50,male,blackberry,3,4,4,-57
1033168,36-50,male,blackberry,5,6,5,-30
1033178,21-35,female,blackberry,4,6,NA,-57
1033178,21-35,female,blackberry,2,2,NA,-76
1033178,21-35,female,blackberry,1,1,NA,-59
1033178,21-35,female,blackberry,3,2,NA,11
1033178,21-35,female,blackberry,5,5,NA,-8
1032707,21-35,female,blackberry,4,6,8,13
1032707,21-35,female,blackberry,2,7,8,27
1032707,21-35,female,blackberry,1,6,10,6
1032707,21-35,female,blackberry,3,6,8,11
1032707,21-35,female,blackberry,5,6,8,6
1033237,36-50,female,blackberry,4,8,14,NA
1033237,36-50,female,blackberry,2,9,5,NA
1033237,36-50,female,blackberry,1,4,7,NA
1033237,36-50,female,blackberry,3,6,8,NA
1033237,36-50,female,blackberry,5,7,9,NA
1032713,NA,NA,blackberry,4,6,1,NA
1032713,NA,NA,blackberry,2,2,8,NA
1032713,NA,NA,blackberry,1,6,3,NA
1032713,NA,NA,blackberry,3,3,13,NA
1032713,NA,NA,blackberry,5,3,12,NA
1033289,51-65,male,blackberry,4,7,15,24
1033289,51-65,male,blackberry,2,3,1,44
1033289,51-65,male,blackberry,1,3,14,-13
1033289,51-65,male,blackberry,3,6,6,39
1033289,51-65,male,blackberry,5,9,10,35
1033322,36-50,female,blackberry,4,2,7,-10
1033322,36-50,female,blackberry,2,6,1,40
1033322,36-50,female,blackberry,1,8,11,13
1033322,36-50,female,blackberry,3,9,14,57
1033322,36-50,female,blackberry,5,2,15,75
1033417,21-35,male,blackberry,4,4,7,-33
1033417,21-35,male,blackberry,2,4,6,50
1033417,21-35,male,blackberry,1,4,6,17
1033417,21-35,male,blackberry,3,4,3,-62
1033417,21-35,male,blackberry,5,7,7,-78
1033392,36-50,female,blackberry,4,2,4,NA
1033392,36-50,female,blackberry,2,6,11,NA
1033392,36-50,female,blackberry,1,3,11,NA
1033392,36-50,female,blackberry,3,7,9,NA
1033392,36-50,female,blackberry,5,8,11,NA
1033437,51-65,male,blackberry,4,5,13,100
1033437,51-65,male,blackberry,2,3,10,0
1033437,51-65,male,blackberry,1,7,13,56
1033437,51-65,male,blackberry,3,7,15,100
1033437,51-65,male,blackberry,5,7,14,100
1033474,36-50,female,blackberry,4,7,9,8
1033474,36-50,female,blackberry,2,4,1,-64
1033474,36-50,female,blackberry,1,1,9,-95
1033474,36-50,female,blackberry,3,6,7,-16
1033474,36-50,female,blackberry,5,6,11,68
1033496,51-65,female,blackberry,4,8,NA,NA
1033496,51-65,female,blackberry,2,7,NA,NA
1033496,51-65,female,blackberry,1,6,NA,NA
1033496,51-65,female,blackberry,3,8,NA,NA
1033496,51-65,female,blackberry,5,5,NA,NA
1033523,36-50,female,blackberry,4,7,9,54
1033523,36-50,female,blackberry,2,5,6,30
1033523,36-50,female,blackberry,1,6,13,23
1033523,36-50,female,blackberry,3,8,12,15
1033523,36-50,female,blackberry,5,7,14,-57
1033525,51-65,female,blackberry,4,4,3,74
1033525,51-65,female,blackberry,2,4,1,13
1033525,51-65,female,blackberry,1,6,9,-11
1033525,51-65,female,blackberry,3,3,11,56
1033525,51-65,female,blackberry,5,6,9,90
1033530,51-65,female,blackberry,4,8,8,57
1033530,51-65,female,blackberry,2,5,1,1
1033530,51-65,female,blackberry,1,4,9,-78
1033530,51-65,female,blackberry,3,2,11,-32
1033530,51-65,female,blackberry,5,6,8,-56
1033554,36-50,female,blackberry,4,7,NA,70
1033554,36-50,female,blackberry,2,4,NA,46
1033554,36-50,female,blackberry,1,8,NA,27
1033554,36-50,female,blackberry,3,8,NA,46
1033554,36-50,female,blackberry,5,7,NA,-22
1033565,21-35,female,blackberry,4,4,NA,NA
1033565,21-35,female,blackberry,2,2,NA,NA
1033565,21-35,female,blackberry,1,3,NA,NA
1033565,21-35,female,blackberry,3,7,NA,NA
1033565,21-35,female,blackberry,5,6,NA,NA
1033717,21-35,female,blackberry,4,9,7,2
1033717,21-35,female,blackberry,2,2,14,60
1033717,21-35,female,blackberry,1,4,13,88
1033717,21-35,female,blackberry,3,8,13,-77
1033717,21-35,female,blackberry,5,8,9,42
1033779,51-65,female,blackberry,4,3,NA,NA
1033779,51-65,female,blackberry,2,8,NA,NA
1033779,51-65,female,blackberry,1,6,NA,NA
1033779,51-65,female,blackberry,3,8,NA,NA
1033779,51-65,female,blackberry,5,2,NA,NA
1032448,21-35,female,blackberry,4,7,10,64
1032448,21-35,female,blackberry,2,7,13,36
1032448,21-35,female,blackberry,1,7,13,-42
1032448,21-35,female,blackberry,3,8,12,79
1032448,21-35,female,blackberry,5,7,13,61
1514614,51-65,female,blackberry,4,2,11,-87
1514614,51-65,female,blackberry,2,4,5,46
1514614,51-65,female,blackberry,1,2,7,-87
1514614,51-65,female,blackberry,3,6,5,-81
1514614,51-65,female,blackberry,5,6,11,43
1522558,36-50,female,blackberry,4,3,8,0
1522558,36-50,female,blackberry,2,6,4,35
1522558,36-50,female,blackberry,1,3,1,36
1522558,36-50,female,blackberry,3,3,11,-11
1522558,36-50,female,blackberry,5,7,10,-33
1033366,36-50,female,blackberry,4,6,NA,21
1033366,36-50,female,blackberry,2,7,NA,74
1033366,36-50,female,blackberry,1,7,NA,31
1033366,36-50,female,blackberry,3,8,NA,25
1033366,36-50,female,blackberry,5,7,NA,50
1031952,36-50,female,blackberry,3,4,14,NA
1031952,36-50,female,blackberry,1,4,4,NA
1031952,36-50,female,blackberry,4,8,11,NA
1031952,36-50,female,blackberry,2,2,9,NA
1031952,36-50,female,blackberry,5,7,13,NA
1031984,21-35,female,blackberry,3,7,9,0
1031984,21-35,female,blackberry,1,7,7,57
1031984,21-35,female,blackberry,4,8,8,0
1031984,21-35,female,blackberry,2,5,8,13
1031984,21-35,female,blackberry,5,8,5,1
1032145,51-65,female,blackberry,3,8,12,55
1032145,51-65,female,blackberry,1,7,10,11
1032145,51-65,female,blackberry,4,7,12,37
1032145,51-65,female,blackberry,2,7,13,57
1032145,51-65,female,blackberry,5,8,9,35
1032153,51-65,female,blackberry,3,8,NA,-48
1032153,51-65,female,blackberry,1,5,NA,88
1032153,51-65,female,blackberry,4,8,NA,-11
1032153,51-65,female,blackberry,2,7,NA,57
1032153,51-65,female,blackberry,5,9,NA,70
1032229,51-65,female,blackberry,3,6,10,75
1032229,51-65,female,blackberry,1,7,11,46
1032229,51-65,female,blackberry,4,7,11,74
1032229,51-65,female,blackberry,2,7,10,57
1032229,51-65,female,blackberry,5,7,12,74
1032267,51-65,female,blackberry,3,8,8,-30
1032267,51-65,female,blackberry,1,8,10,-9
1032267,51-65,female,blackberry,4,9,15,99
1032267,51-65,female,blackberry,2,3,8,-8
1032267,51-65,female,blackberry,5,7,12,36
1032284,21-35,female,blackberry,3,8,10,74
1032284,21-35,female,blackberry,1,8,5,64
1032284,21-35,female,blackberry,4,9,5,55
1032284,21-35,female,blackberry,2,5,9,88
1032284,21-35,female,blackberry,5,7,9,84
1032287,21-35,female,blackberry,3,7,2,-30
1032287,21-35,female,blackberry,1,4,9,18
1032287,21-35,female,blackberry,4,6,6,29
1032287,21-35,female,blackberry,2,3,2,-23
1032287,21-35,female,blackberry,5,7,6,45
1032324,36-50,female,blackberry,3,4,10,74
1032324,36-50,female,blackberry,1,2,15,64
1032324,36-50,female,blackberry,4,5,15,91
1032324,36-50,female,blackberry,2,6,14,93
1032324,36-50,female,blackberry,5,9,11,68
1032358,51-65,female,blackberry,3,8,NA,38
1032358,51-65,female,blackberry,1,8,NA,-57
1032358,51-65,female,blackberry,4,7,NA,56
1032358,51-65,female,blackberry,2,7,NA,-56
1032358,51-65,female,blackberry,5,7,NA,11
1032374,36-50,female,blackberry,3,7,11,56
1032374,36-50,female,blackberry,1,6,1,-10
1032374,36-50,female,blackberry,4,7,7,-75
1032374,36-50,female,blackberry,2,7,5,12
1032374,36-50,female,blackberry,5,5,12,-10
1032392,51-65,female,blackberry,3,6,9,14
1032392,51-65,female,blackberry,1,4,10,21
1032392,51-65,female,blackberry,4,4,11,54
1032392,51-65,female,blackberry,2,4,11,36
1032392,51-65,female,blackberry,5,2,6,35
1032455,36-50,female,blackberry,3,8,NA,NA
1032455,36-50,female,blackberry,1,6,NA,NA
1032455,36-50,female,blackberry,4,3,NA,NA
1032455,36-50,female,blackberry,2,4,NA,NA
1032455,36-50,female,blackberry,5,4,NA,NA
