subject,age,gender,berry,sample,9pt_overall,us_overall,lms_overall
1032513,21-35,female,blueberry,3,4,8,NA
1032513,21-35,female,blueberry,5,5,5,NA
1032513,21-35,female,blueberry,6,7,5,NA
1032533,36-50,female,blueberry,1,4,8,-11
1032533,36-50,female,blueberry,4,3,12,-73
1032533,36-50,female,blueberry,2,7,14,-19
1032533,36-50,female,blueberry,3,3,10,37
1032533,36-50,female,blueberry,5,8,4,11
1032533,36-50,female,blueberry,6,9,8,-9
1033268,21-35,female,blueberry,1,8,11,38
1033268,21-35,female,blueberry,4,7,8,47
1033268,21-35,female,blueberry,2,4,6,12
1033268,21-35,female,blueberry,3,2,11,36
1033268,21-35,female,blueberry,5,7,11,57
1033268,21-35,female,blueberry,6,9,12,54
1032581,21-35,male,blueberry,1,4,13,11
1032581,21-35,male,blueberry,4,7,13,17
1032581,21-35,male,blueberry,2,8,12,75
1032581,21-35,male,blueberry,3,8,13,39
1032581,21-35,male,blueberry,5,9,11,59
1032581,21-35,male,blueberry,6,8,14,57
1032605,36-50,female,blueberry,1,4,9,49
1032605,36-50,female,blueberry,4,4,11,19
1032605,36-50,female,blueberry,2,3,11,39
1032605,36-50,female,blueberry,3,6,4,-4
1032605,36-50,female,blueberry,5,6,5,47
1032605,36-50,female,blueberry,6,4,6,18
1032616,36-50,female,blueberry,1,9,13,81
1032616,36-50,female,blueberry,4,9,11,55
1032616,36-50,female,blueberry,2,6,10,13
1032616,36-50,female,blueberry,3,7,14,91
1032616,36-50,female,blueberry,5,7,14,72
1032616,36-50,female,blueberry,6,9,12,75
1032644,36-50,female,blueberry,1,5,12,74
1032644,36-50,female,blueberry,4,1,5,-99
1032644,36-50,female,blueberry,2,8,6,57
1032644,36-50,female,blueberry,3,1,15,100
1032644,36-50,female,blueberry,5,9,10,0
1032644,36-50,female,blueberry,6,9,15,56
1032654,51-65,female,blueberry,1,7,15,NA
1032654,51-65,female,blueberry,4,4,8,NA
1032654,51-65,female,blueberry,2,4,9,NA
1032654,51-65,female,blueberry,3,7,8,NA
1032654,51-65,female,blueberry,5,8,10,NA
1032654,51-65,female,blueberry,6,4,14,NA
1032669,51-65,male,blueberry,1,6,9,47
1032669,51-65,male,blueberry,4,7,8,35
1032669,51-65,male,blueberry,2,6,8,72
1032669,51-65,male,blueberry,3,6,9,23
1032669,51-65,male,blueberry,5,4,8,9
1032669,51-65,male,blueberry,6,6,10,21
1032702,36-50,female,blueberry,1,9,15,NA
1032702,36-50,female,blueberry,4,8,13,NA
1032702,36-50,female,blueberry,2,7,7,NA
1032702,36-50,female,blueberry,3,9,1,NA
1032702,36-50,female,blueberry,5,9,14,NA
1032702,36-50,female,blueberry,6,9,15,NA
1032721,36-50,female,blueberry,1,5,9,-5
1032721,36-50,female,blueberry,4,4,1,-31
1032721,36-50,female,blueberry,2,4,9,59
1032721,36-50,female,blueberry,3,7,12,34
1032721,36-50,female,blueberry,5,8,9,-8
1032721,36-50,female,blueberry,6,8,15,36
1032801,36-50,female,blueberry,1,7,9,NA
1032801,36-50,female,blueberry,4,4,10,NA
1032801,36-50,female,blueberry,2,6,7,NA
1032801,36-50,female,blueberry,3,3,1,NA
1032801,36-50,female,blueberry,5,5,11,NA
1032801,36-50,female,blueberry,6,8,10,NA
1033259,21-35,female,blueberry,1,8,9,NA
1033259,21-35,female,blueberry,4,4,9,NA
1033259,21-35,female,blueberry,2,5,5,NA
1033259,21-35,female,blueberry,3,7,9,NA
1033259,21-35,female,blueberry,5,6,13,NA
1033259,21-35,female,blueberry,6,8,14,NA
1514628,36-50,male,blueberry,1,5,6,56
1514628,36-50,male,blueberry,4,3,7,56
1514628,36-50,male,blueberry,2,4,8,-8
1514628,36-50,male,blueberry,3,6,6,11
1514628,36-50,male,blueberry,5,5,9,-1
1514628,36-50,male,blueberry,6,4,8,17
1032642,51-65,female,blueberry,1,2,NA,34
1032642,51-65,female,blueberry,4,3,NA,-10
1032642,51-65,female,blueberry,2,8,NA,-57
1032642,51-65,female,blueberry,3,3,NA,71
1032642,51-65,female,blueberry,5,3,NA,-55
1032642,51-65,female,blueberry,6,4,NA,0
1033784,51-65,female,blueberry,2,7,15,99
1033784,51-65,female,blueberry,3,7,12,44
1033784,51-65,female,blueberry,4,8,3,74
1033784,51-65,female,blueberry,1,7,7,95
1033784,51-65,female,blueberry,5,8,1,83
1033784,51-65,female,blueberry,6,8,3,19
1032783,51-65,female,blueberry,2,3,11,NA
1032783,51-65,female,blueberry,3,4,10,NA
1032783,51-65,female,blueberry,4,5,10,NA
1032783,51-65,female,blueberry,1,5,9,NA
1032783,51-65,female,blueberry,5,6,3,NA
1032783,51-65,female,blueberry,6,8,7,NA
1033803,21-35,male,blueberry,2,5,7,10
1033803,21-35,male,blueberry,3,5,10,22
1033803,21-35,male,blueberry,4,7,8,20
1033803,21-35,male,blueberry,1,6,10,73
1033803,21-35,male,blueberry,5,9,8,42
1033803,21-35,male,blueberry,6,5,15,57
1033836,36-50,female,blueberry,2,6,NA,NA
1033836,36-50,female,blueberry,3,3,NA,NA
1033836,36-50,female,blueberry,4,6,NA,NA
1033836,36-50,female,blueberry,1,7,NA,NA
1033836,36-50,female,blueberry,5,6,NA,NA
1033836,36-50,female,blueberry,6,5,NA,NA
1032790,51-65,female,blueberry,2,9,NA,NA
1032790,51-65,female,blueberry,3,4,NA,NA
1032790,51-65,female,blueberry,4,8,NA,NA
1032790,51-65,female,blueberry,1,6,NA,NA
1032790,51-65,female,blueberry,5,6,NA,NA
1032790,51-65,female,blueberry,6,8,NA,NA
1033848,21-35,female,blueberry,2,7,11,-11
1033848,21-35,female,blueberry,3,4,11,-33
1033848,21-35,female,blueberry,4,4,9,13
1033848,21-35,female,blueberry,1,6,7,11
1033848,21-35,female,blueberry,5,4,11,-10
1033848,21-35,female,blueberry,6,4,11,13
1033852,36-50,female,blueberry,2,4,13,NA
1033852,36-50,female,blueberry,3,2,1,NA
1033852,36-50,female,blueberry,4,1,13,NA
1033852,36-50,female,blueberry,1,6,2,NA
1033852,36-50,female,blueberry,5,4,0,NA
1033852,36-50,female,blueberry,6,6,4,NA
1033870,36-50,female,blueberry,2,4,NA,13
1033870,36-50,female,blueberry,3,7,NA,0
1033870,36-50,female,blueberry,4,7,NA,11
1033870,36-50,female,blueberry,1,5,NA,11
1033870,36-50,female,blueberry,5,7,NA,-31
1033870,36-50,female,blueberry,6,7,NA,56
1033872,21-35,female,blueberry,2,8,13,88
1033872,21-35,female,blueberry,3,6,12,18
1033872,21-35,female,blueberry,4,7,13,65
1033872,21-35,female,blueberry,1,6,11,24
1033872,21-35,female,blueberry,5,6,11,48
1033872,21-35,female,blueberry,6,8,13,49
1033887,21-35,female,blueberry,2,3,1,-76
1033887,21-35,female,blueberry,3,7,14,-78
1033887,21-35,female,blueberry,4,4,4,35
1033887,21-35,female,blueberry,1,4,11,-10
1033887,21-35,female,blueberry,5,6,2,11
1033887,21-35,female,blueberry,6,3,14,57
1033920,36-50,female,blueberry,2,4,NA,34
1033920,36-50,female,blueberry,3,5,NA,-33
1033920,36-50,female,blueberry,4,8,NA,-77
1033920,36-50,female,blueberry,1,3,NA,-10
1033920,36-50,female,blueberry,5,5,NA,-10
1033920,36-50,female,blueberry,6,3,NA,-56
1033955,36-50,female,blueberry,2,5,NA,76
1033955,36-50,female,blueberry,3,5,NA,-55
1033955,36-50,female,blueberry,4,7,NA,15
1033955,36-50,female,blueberry,1,5,NA,11
1033955,36-50,female,blueberry,5,6,NA,11
1033955,36-50,female,blueberry,6,8,NA,57
1034014,51-65,female,blueberry,2,8,NA,NA
1034014,51-65,female,blueberry,3,6,NA,NA
1034014,51-65,female,blueberry,4,7,NA,NA
1034014,51-65,female,blueberry,1,2,NA,NA
1034014,51-65,female,blueberry,5,1,NA,NA
1034014,51-65,female,blueberry,6,8,NA,NA
1034051,21-35,female,blueberry,2,4,2,57
1034051,21-35,female,blueberry,3,6,7,11
1034051,21-35,female,blueberry,4,4,5,32
1034051,21-35,female,blueberry,1,8,6,46
1034051,21-35,female,blueberry,5,7,2,46
1034051,21-35,female,blueberry,6,7,5,-34
1032859,21-35,female,blueberry,2,6,11,59
1032859,21-35,female,blueberry,3,6,9,33
1032859,21-35,female,blueberry,4,7,7,65
1032859,21-35,female,blueberry,1,4,8,35
1032859,21-35,female,blueberry,5,5,4,13
1032859,21-35,female,blueberry,6,6,11,55
1034103,36-50,female,blueberry,2,6,5,-11
1034103,36-50,female,blueberry,3,9,13,23
1034103,36-50,female,blueberry,4,8,10,55
1034103,36-50,female,blueberry,1,9,12,62
1034103,36-50,female,blueberry,5,8,12,74
1034103,36-50,female,blueberry,6,8,15,78
1034216,51-65,female,blueberry,2,3,NA,-9
1034216,51-65,female,blueberry,3,7,NA,-72
1034216,51-65,female,blueberry,4,8,NA,33
1034216,51-65,female,blueberry,1,5,NA,-14
1034216,51-65,female,blueberry,5,7,NA,19
1034216,51-65,female,blueberry,6,4,NA,20
1034219,36-50,male,blueberry,2,8,11,NA
1034219,36-50,male,blueberry,3,7,10,NA
1034219,36-50,male,blueberry,4,7,12,NA
1034219,36-50,male,blueberry,1,7,11,NA
1034219,36-50,male,blueberry,5,7,8,NA
1034219,36-50,male,blueberry,6,8,12,NA
1034262,NA,NA,blueberry,2,6,13,35
1034262,NA,NA,blueberry,3,7,11,57
1034262,NA,NA,blueberry,4,8,4,37
1034262,NA,NA,blueberry,1,6,11,34
1034262,NA,NA,blueberry,5,7,9,64
1034262,NA,NA,blueberry,6,6,11,6
1034246,21-35,female,blueberry,2,6,13,NA
1034246,21-35,female,blueberry,3,6,9,NA
1034246,21-35,female,blueberry,4,7,10,NA
1034246,21-35,female,blueberry,1,7,11,NA
1034246,21-35,female,blueberry,5,7,11,NA
1034246,21-35,female,blueberry,6,8,10,NA
1034400,51-65,female,blueberry,2,8,NA,36
1034400,51-65,female,blueberry,3,6,NA,69
1034400,51-65,female,blueberry,4,8,NA,0
1034400,51-65,female,blueberry,1,7,NA,64
1034400,51-65,female,blueberry,5,8,NA,48
1034400,51-65,female,blueberry,6,7,NA,53
1034370,21-35,female,blueberry,2,2,14,3
1034370,21-35,female,blueberry,3,4,8,-10
1034370,21-35,female,blueberry,4,7,9,3
1034370,21-35,female,blueberry,1,6,15,77
1034370,21-35,female,blueberry,5,7,2,0
1034370,21-35,female,blueberry,6,6,14,80
1034381,36-50,female,blueberry,2,7,NA,NA
1034381,36-50,female,blueberry,3,4,NA,NA
1034381,36-50,female,blueberry,4,6,NA,NA
1034381,36-50,female,blueberry,1,7,NA,NA
1034381,36-50,female,blueberry,5,6,NA,NA
1034381,36-50,female,blueberry,6,8,NA,NA
1034428,21-35,female,blueberry,2,6,7,-13
1034428,21-35,female,blueberry,3,4,10,28
1034428,21-35,female,blueberry,4,3,9,12
1034428,21-35,female,blueberry,1,2,2,34
1034428,21-35,female,blueberry,5,4,12,30
1034428,21-35,female,blueberry,6,3,10,-75
1034514,36-50,male,blueberry,2,4,13,-32
1034514,36-50,male,blueberry,3,4,5,8
1034514,36-50,male,blueberry,4,3,5,27
1034514,36-50,male,blueberry,1,3,12,-9
1034514,36-50,male,blueberry,5,3,5,12
1034514,36-50,male,blueberry,6,7,7,0
1507312,21-35,female,blueberry,2,6,10,NA
1507312,21-35,female,blueberry,3,7,11,NA
1507312,21-35,female,blueberry,4,7,8,NA
1507312,21-35,female,blueberry,1,4,9,NA
1507312,21-35,female,blueberry,5,7,10,NA
1507312,21-35,female,blueberry,6,7,10,NA
1034554,51-65,female,blueberry,2,9,13,21
1034554,51-65,female,blueberry,3,8,13,15
1034554,51-65,female,blueberry,4,8,12,44
1034554,51-65,female,blueberry,1,7,15,48
1034554,51-65,female,blueberry,5,8,7,75
1034554,51-65,female,blueberry,6,7,14,-78
1514615,NA,NA,blueberry,2,6,NA,NA
1514615,NA,NA,blueberry,3,8,NA,NA
1514615,NA,NA,blueberry,4,8,NA,NA
1514615,NA,NA,blueberry,1,4,NA,NA
1514615,NA,NA,blueberry,5,8,NA,NA
1514615,NA,NA,blueberry,6,7,NA,NA
1517412,NA,NA,blueberry,2,3,8,56
1517412,NA,NA,blueberry,3,6,9,1
1517412,NA,NA,blueberry,4,3,4,-7
1517412,NA,NA,blueberry,1,2,7,-9
1517412,NA,NA,blueberry,5,5,4,54
1517412,NA,NA,blueberry,6,7,11,-11
1522576,36-50,female,blueberry,2,5,8,37
1522576,36-50,female,blueberry,3,4,9,2
1522576,36-50,female,blueberry,4,7,11,49
1522576,36-50,female,blueberry,1,3,4,12
1522576,36-50,female,blueberry,5,6,4,28
1522576,36-50,female,blueberry,6,8,6,48
1507368,51-65,female,blueberry,2,6,12,-55
1507368,51-65,female,blueberry,3,4,12,-55
1507368,51-65,female,blueberry,4,6,12,-75
1507368,51-65,female,blueberry,1,7,9,-55
1507368,51-65,female,blueberry,5,8,11,23
1507368,51-65,female,blueberry,6,8,14,56
1514655,21-35,female,blueberry,2,6,14,74
1514655,21-35,female,blueberry,3,6,11,50
1514655,21-35,female,blueberry,4,7,9,96
1514655,21-35,female,blueberry,1,4,7,90
1514655,21-35,female,blueberry,5,7,13,98
1514655,21-35,female,blueberry,6,8,8,38
1032536,21-35,female,blueberry,2,8,14,57
1032536,21-35,female,blueberry,3,6,14,36
1032536,21-35,female,blueberry,4,6,11,57
1032536,21-35,female,blueberry,1,4,9,57
1032536,21-35,female,blueberry,5,6,10,34
1032536,21-35,female,blueberry,6,7,8,76
1033706,51-65,female,blueberry,2,7,9,NA
1033706,51-65,female,blueberry,3,7,14,NA
1033706,51-65,female,blueberry,4,8,8,NA
1033706,51-65,female,blueberry,1,8,4,NA
1033706,51-65,female,blueberry,5,8,12,NA
1033706,51-65,female,blueberry,6,7,14,NA
1032395,36-50,male,blueberry,2,8,11,-27
1032395,36-50,male,blueberry,3,3,10,74
1032395,36-50,male,blueberry,4,4,1,72
1032395,36-50,male,blueberry,1,2,2,34
1032395,36-50,male,blueberry,5,2,7,37
1032395,36-50,male,blueberry,6,6,3,-33
1033655,51-65,female,blueberry,2,7,1,56
1033655,51-65,female,blueberry,3,6,4,38
1033655,51-65,female,blueberry,4,6,8,37
1033655,51-65,female,blueberry,1,7,11,56
1033655,51-65,female,blueberry,5,5,11,38
1033655,51-65,female,blueberry,6,7,5,38
1501834,36-50,female,blueberry,2,8,NA,59
1501834,36-50,female,blueberry,3,7,NA,13
1501834,36-50,female,blueberry,4,8,NA,1
1501834,36-50,female,blueberry,1,8,NA,56
1501834,36-50,female,blueberry,5,6,NA,52
1501834,36-50,female,blueberry,6,7,NA,-8
1032887,36-50,male,blueberry,1,2,NA,13
1032887,36-50,male,blueberry,2,8,NA,35
1032887,36-50,male,blueberry,3,8,NA,37
1032887,36-50,male,blueberry,5,4,NA,12
1032887,36-50,male,blueberry,6,4,NA,13
1032887,36-50,male,blueberry,4,4,NA,12
1032552,NA,NA,blueberry,1,8,9,55
1032552,NA,NA,blueberry,2,8,4,2
1032552,NA,NA,blueberry,3,8,6,34
1032552,NA,NA,blueberry,5,2,11,74
1032552,NA,NA,blueberry,6,8,13,21
1032552,NA,NA,blueberry,4,1,2,88
1033043,51-65,male,blueberry,1,4,7,0
1033043,51-65,male,blueberry,2,4,7,13
1033043,51-65,male,blueberry,3,5,12,-11
1033043,51-65,male,blueberry,5,5,7,0
1033043,51-65,male,blueberry,6,8,13,36
1033043,51-65,male,blueberry,4,7,1,38
1033046,51-65,female,blueberry,1,7,NA,11
1033046,51-65,female,blueberry,2,3,NA,-75
1033046,51-65,female,blueberry,3,2,NA,52
1033046,51-65,female,blueberry,5,2,NA,37
1033046,51-65,female,blueberry,6,7,NA,-57
1033046,51-65,female,blueberry,4,7,NA,-75
1033052,36-50,male,blueberry,1,6,11,43
1033052,36-50,male,blueberry,2,3,12,35
1033052,36-50,male,blueberry,3,5,7,-27
1033052,36-50,male,blueberry,5,2,14,41
1033052,36-50,male,blueberry,6,4,14,56
1033052,36-50,male,blueberry,4,7,14,74
1033068,21-35,female,blueberry,1,4,5,14
1033068,21-35,female,blueberry,2,6,13,42
1033068,21-35,female,blueberry,3,4,5,44
1033068,21-35,female,blueberry,5,3,10,46
1033068,21-35,female,blueberry,6,3,10,44
1033068,21-35,female,blueberry,4,4,11,64
1033090,36-50,female,blueberry,1,3,12,56
1033090,36-50,female,blueberry,2,8,13,72
1033090,36-50,female,blueberry,3,2,2,-47
1033090,36-50,female,blueberry,5,3,9,21
1033090,36-50,female,blueberry,6,6,1,-10
1033090,36-50,female,blueberry,4,8,11,11
1033110,51-65,male,blueberry,1,8,NA,58
1033110,51-65,male,blueberry,2,6,NA,-33
1033110,51-65,male,blueberry,3,3,NA,67
1033110,51-65,male,blueberry,5,5,NA,47
1033110,51-65,male,blueberry,6,8,NA,69
1033110,51-65,male,blueberry,4,8,NA,48
1033141,36-50,male,blueberry,1,4,NA,-30
1033141,36-50,male,blueberry,2,7,NA,52
1033141,36-50,male,blueberry,3,5,NA,0
1033141,36-50,male,blueberry,5,4,NA,0
1033141,36-50,male,blueberry,6,2,NA,54
1033141,36-50,male,blueberry,4,5,NA,2
1033168,36-50,male,blueberry,1,5,9,36
1033168,36-50,male,blueberry,2,4,10,-31
1033168,36-50,male,blueberry,3,6,2,-50
1033168,36-50,male,blueberry,5,8,8,36
1033168,36-50,male,blueberry,6,7,12,-43
1033168,36-50,male,blueberry,4,6,5,17
1033178,21-35,female,blueberry,1,6,7,-76
1033178,21-35,female,blueberry,2,7,5,-61
1033178,21-35,female,blueberry,3,3,7,-17
1033178,21-35,female,blueberry,5,2,5,-32
1033178,21-35,female,blueberry,6,4,10,65
1033178,21-35,female,blueberry,4,6,15,-24
1033214,36-50,male,blueberry,1,3,NA,12
1033214,36-50,male,blueberry,2,3,NA,-75
1033214,36-50,male,blueberry,3,4,NA,-9
1033214,36-50,male,blueberry,5,3,NA,-56
1033214,36-50,male,blueberry,6,6,NA,-10
1033214,36-50,male,blueberry,4,5,NA,49
1032621,NA,NA,blueberry,1,6,14,65
1032621,NA,NA,blueberry,2,3,5,-8
1032621,NA,NA,blueberry,3,4,4,58
1032621,NA,NA,blueberry,5,1,9,-53
1032621,NA,NA,blueberry,6,7,7,59
1032621,NA,NA,blueberry,4,2,13,-18
1032707,21-35,female,blueberry,1,5,6,15
1032707,21-35,female,blueberry,2,6,7,28
1032707,21-35,female,blueberry,3,4,7,17
1032707,21-35,female,blueberry,5,4,8,24
1032707,21-35,female,blueberry,6,4,6,37
1032707,21-35,female,blueberry,4,4,8,19
1032713,NA,NA,blueberry,1,8,11,45
1032713,NA,NA,blueberry,2,7,4,13
1032713,NA,NA,blueberry,3,8,12,74
1032713,NA,NA,blueberry,5,8,4,-56
1032713,NA,NA,blueberry,6,8,14,-8
1032713,NA,NA,blueberry,4,7,13,-56
1033294,36-50,female,blueberry,1,7,NA,55
1033294,36-50,female,blueberry,2,8,NA,55
1033294,36-50,female,blueberry,3,9,NA,-10
1033294,36-50,female,blueberry,5,6,NA,56
1033294,36-50,female,blueberry,6,7,NA,63
1033294,36-50,female,blueberry,4,6,NA,-55
1033322,36-50,female,blueberry,1,9,12,37
1033322,36-50,female,blueberry,2,2,2,-78
1033322,36-50,female,blueberry,3,8,15,99
1033322,36-50,female,blueberry,5,7,15,74
1033322,36-50,female,blueberry,6,8,12,100
1033322,36-50,female,blueberry,4,4,8,-75
1033701,36-50,female,blueberry,1,3,NA,70
1033701,36-50,female,blueberry,2,8,NA,38
1033701,36-50,female,blueberry,3,7,NA,-20
1033701,36-50,female,blueberry,5,2,NA,76
1033701,36-50,female,blueberry,6,8,NA,48
1033701,36-50,female,blueberry,4,2,NA,52
1033417,21-35,male,blueberry,1,4,8,59
1033417,21-35,male,blueberry,2,6,9,37
1033417,21-35,male,blueberry,3,7,12,-49
1033417,21-35,male,blueberry,5,1,9,0
1033417,21-35,male,blueberry,6,6,6,37
1033417,21-35,male,blueberry,4,4,7,-2
1033392,36-50,female,blueberry,1,4,9,NA
1033392,36-50,female,blueberry,2,8,2,NA
1033392,36-50,female,blueberry,3,6,1,NA
1033392,36-50,female,blueberry,5,1,10,NA
1033392,36-50,female,blueberry,6,6,4,NA
1033392,36-50,female,blueberry,4,4,9,NA
1033437,51-65,male,blueberry,1,7,15,35
1033437,51-65,male,blueberry,2,7,12,36
1033437,51-65,male,blueberry,3,7,14,55
1033437,51-65,male,blueberry,5,6,14,74
1033437,51-65,male,blueberry,6,8,15,56
1033437,51-65,male,blueberry,4,4,13,48
1033496,51-65,female,blueberry,1,7,10,NA
1033496,51-65,female,blueberry,2,4,13,NA
1033496,51-65,female,blueberry,3,7,9,NA
1033496,51-65,female,blueberry,5,4,11,NA
1033496,51-65,female,blueberry,6,7,13,NA
1033496,51-65,female,blueberry,4,8,8,NA
1033525,51-65,female,blueberry,1,7,13,77
1033525,51-65,female,blueberry,2,3,3,41
1033525,51-65,female,blueberry,3,9,2,15
1033525,51-65,female,blueberry,5,3,13,73
1033525,51-65,female,blueberry,6,8,13,55
1033525,51-65,female,blueberry,4,4,5,75
1033530,51-65,female,blueberry,1,8,4,-76
1033530,51-65,female,blueberry,2,7,14,75
1033530,51-65,female,blueberry,3,4,8,-74
1033530,51-65,female,blueberry,5,2,7,1
1033530,51-65,female,blueberry,6,3,13,59
1033530,51-65,female,blueberry,4,3,8,37
1033554,36-50,female,blueberry,1,5,14,-19
1033554,36-50,female,blueberry,2,8,11,43
1033554,36-50,female,blueberry,3,3,4,-38
1033554,36-50,female,blueberry,5,2,1,71
1033554,36-50,female,blueberry,6,8,1,93
1033554,36-50,female,blueberry,4,8,9,91
1033779,51-65,female,blueberry,1,4,9,10
1033779,51-65,female,blueberry,2,7,12,57
1033779,51-65,female,blueberry,3,7,4,12
1033779,51-65,female,blueberry,5,5,1,-9
1033779,51-65,female,blueberry,6,4,10,-29
1033779,51-65,female,blueberry,4,7,5,18
1034261,21-35,female,blueberry,1,4,10,12
1034261,21-35,female,blueberry,2,4,11,57
1034261,21-35,female,blueberry,3,5,8,46
1034261,21-35,female,blueberry,5,3,14,11
1034261,21-35,female,blueberry,6,8,4,68
1034261,21-35,female,blueberry,4,8,11,8
1032448,21-35,female,blueberry,1,6,14,73
1032448,21-35,female,blueberry,2,7,9,29
1032448,21-35,female,blueberry,3,8,13,75
1032448,21-35,female,blueberry,5,2,14,43
1032448,21-35,female,blueberry,6,8,13,94
1032448,21-35,female,blueberry,4,8,12,71
1514614,51-65,female,blueberry,1,7,8,12
1514614,51-65,female,blueberry,2,6,9,-56
1514614,51-65,female,blueberry,3,3,3,-56
1514614,51-65,female,blueberry,5,1,1,-92
1514614,51-65,female,blueberry,6,8,14,55
1514614,51-65,female,blueberry,4,1,3,37
1033067,51-65,female,blueberry,1,7,7,24
1033067,51-65,female,blueberry,2,9,15,46
1033067,51-65,female,blueberry,3,6,12,94
1033067,51-65,female,blueberry,5,1,9,-10
1033067,51-65,female,blueberry,6,8,8,12
1033067,51-65,female,blueberry,4,6,14,96
1522558,36-50,female,blueberry,1,6,NA,0
1522558,36-50,female,blueberry,2,7,NA,56
1522558,36-50,female,blueberry,3,6,NA,55
1522558,36-50,female,blueberry,5,6,NA,35
1522558,36-50,female,blueberry,6,8,NA,36
1522558,36-50,female,blueberry,4,7,NA,55
1033366,36-50,female,blueberry,1,7,8,31
1033366,36-50,female,blueberry,2,2,11,-36
1033366,36-50,female,blueberry,3,6,10,5
1033366,36-50,female,blueberry,5,3,11,36
1033366,36-50,female,blueberry,6,6,10,14
1033366,36-50,female,blueberry,4,6,9,33
1032987,51-65,female,blueberry,1,NA,8,11
1032987,51-65,female,blueberry,4,NA,1,35
1032987,51-65,female,blueberry,2,NA,3,-88
1032987,51-65,female,blueberry,3,NA,13,25
1032987,51-65,female,blueberry,5,NA,5,73
1032987,51-65,female,blueberry,6,NA,10,-19
1033224,51-65,female,blueberry,1,NA,13,14
1033224,51-65,female,blueberry,4,NA,7,57
1033224,51-65,female,blueberry,2,NA,10,-55
1033224,51-65,female,blueberry,3,NA,8,13
1033224,51-65,female,blueberry,5,NA,14,57
1033224,51-65,female,blueberry,6,NA,14,36
1033107,21-35,female,blueberry,1,NA,15,1
1033107,21-35,female,blueberry,4,NA,0,-75
1033107,21-35,female,blueberry,2,NA,8,-99
1033107,21-35,female,blueberry,3,NA,0,-35
1033107,21-35,female,blueberry,5,NA,8,100
1033107,21-35,female,blueberry,6,NA,3,36
1033237,36-50,female,blueberry,1,NA,8,NA
1033237,36-50,female,blueberry,4,NA,15,NA
1033237,36-50,female,blueberry,2,NA,12,NA
1033237,36-50,female,blueberry,3,NA,10,NA
1033237,36-50,female,blueberry,5,NA,7,NA
1033237,36-50,female,blueberry,6,NA,9,NA
1033289,51-65,male,blueberry,1,NA,0,-88
1033289,51-65,male,blueberry,4,NA,5,63
1033289,51-65,male,blueberry,2,NA,3,78
1033289,51-65,male,blueberry,3,NA,4,-48
1033289,51-65,male,blueberry,5,NA,5,-8
1033289,51-65,male,blueberry,6,NA,3,79
1033469,21-35,female,blueberry,1,NA,7,36
1033469,21-35,female,blueberry,4,NA,8,54
1033469,21-35,female,blueberry,2,NA,13,80
1033469,21-35,female,blueberry,3,NA,6,3
1033469,21-35,female,blueberry,5,NA,10,19
1033469,21-35,female,blueberry,6,NA,8,36
1033565,21-35,female,blueberry,1,NA,11,NA
1033565,21-35,female,blueberry,4,NA,9,NA
1033565,21-35,female,blueberry,2,NA,9,NA
1033565,21-35,female,blueberry,3,NA,9,NA
1033565,21-35,female,blueberry,5,NA,11,NA
1033565,21-35,female,blueberry,6,NA,9,NA
1033717,21-35,female,blueberry,1,NA,10,45
1033717,21-35,female,blueberry,4,NA,7,-2
1033717,21-35,female,blueberry,2,NA,10,38
1033717,21-35,female,blueberry,3,NA,10,41
1033717,21-35,female,blueberry,5,NA,15,99
1033717,21-35,female,blueberry,6,NA,11,36
1031952,36-50,female,blueberry,2,NA,14,57
1031952,36-50,female,blueberry,3,NA,9,-11
1031952,36-50,female,blueberry,4,NA,13,11
1031952,36-50,female,blueberry,1,NA,12,38
1031952,36-50,female,blueberry,5,NA,11,2
1031952,36-50,female,blueberry,6,NA,8,55
1032159,51-65,female,blueberry,2,NA,14,-11
1032159,51-65,female,blueberry,3,NA,14,58
1032159,51-65,female,blueberry,4,NA,14,46
1032159,51-65,female,blueberry,1,NA,12,34
1032159,51-65,female,blueberry,5,NA,12,22
1032159,51-65,female,blueberry,6,NA,14,61
1032659,36-50,female,blueberry,2,NA,14,74
1032659,36-50,female,blueberry,3,NA,8,23
1032659,36-50,female,blueberry,4,NA,15,35
1032659,36-50,female,blueberry,1,NA,11,13
1032659,36-50,female,blueberry,5,NA,14,12
1032659,36-50,female,blueberry,6,NA,8,21
1032700,36-50,female,blueberry,2,NA,5,-74
1032700,36-50,female,blueberry,3,NA,14,72
1032700,36-50,female,blueberry,4,NA,6,57
1032700,36-50,female,blueberry,1,NA,14,75
1032700,36-50,female,blueberry,5,NA,15,55
1032700,36-50,female,blueberry,6,NA,8,75
1032823,51-65,female,blueberry,2,NA,9,75
1032823,51-65,female,blueberry,3,NA,6,36
1032823,51-65,female,blueberry,4,NA,8,-4
1032823,51-65,female,blueberry,1,NA,8,-27
1032823,51-65,female,blueberry,5,NA,13,-11
1032823,51-65,female,blueberry,6,NA,8,73
1032369,51-65,female,blueberry,2,NA,13,81
1032369,51-65,female,blueberry,3,NA,11,56
1032369,51-65,female,blueberry,4,NA,9,35
1032369,51-65,female,blueberry,1,NA,7,32
1032369,51-65,female,blueberry,5,NA,7,74
1032369,51-65,female,blueberry,6,NA,14,55
1034016,51-65,female,blueberry,1,NA,9,56
1034016,51-65,female,blueberry,2,NA,4,12
1034016,51-65,female,blueberry,3,NA,8,57
